Unnamed: 0,DAO Name,ENS,Voter Address,Voter Choice,Weight,block,Vote Time,Transaction Hash,Current Delegated Votes to Voter,Current Delegated Votes Raw to Voter,Voter Token Holders Represented,Proposal ID,Proposal State,Quorum Votes,Proposal Token Holders,Proposal Delegate Holders,Against Delegate Votes,For Delegate Votes,Abstain Delegate Votes,Total Delegate Votes,Against Weighted Votes,For Weighted Votes,Abstain Weighted Votes,Total Weighted Votes,Proposal Date Created,Proposal Date Start,Proposal Date End,Offchain?,Proposal Choices,DAO Token Supply,Voter Power
34,Gitcoin,pythonweb3.eth,0xd41cd94fba987fd46d51ab2104a4707822666666,FOR,1.2e+19,16052820,1669449503,0x25ee5e147bb3c11f4d8c7fd8596c6d6b0590863cec04b99dc9edccc36c8e88fa,12.0,1.2e+19,1.0,42,ACTIVE,2500000000000000000000000,23974,6125,1,118,0,119,13860407315054524875,6923944978621854519715519,0,6923958839029169574240394,1669272671,16051303.0,16091623.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.2e-07
35,Gitcoin,pythonweb3.eth,0xd41cd94fba987fd46d51ab2104a4707822666666,FOR,1.2e+19,16052822,1669449527,0x16fe3a830ad11d5423f762a778aeed76a660a2269775133ea0274587e8d33642,12.0,1.2e+19,1.0,41,ACTIVE,2500000000000000000000000,23965,6122,0,111,0,111,0,5603494788934465637293505,0,5603494788934465637293505,1669233071,16048030.0,16088350.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.2e-07
36,Gitcoin,appledeveloper.eth,0x8c155a38df395fc6c913e1eed4463c03055ffbca,FOR,1.1e+19,16052848,1669449839,0xec380586fc94c2cce6ba85e43efd65a05968da55f9b3c6d94779d604b6e6b3b9,11.0,1.1e+19,1.0,42,ACTIVE,2500000000000000000000000,23974,6125,1,118,0,119,13860407315054524875,6923944978621854519715519,0,6923958839029169574240394,1669272671,16051303.0,16091623.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.1e-07
37,Gitcoin,appledeveloper.eth,0x8c155a38df395fc6c913e1eed4463c03055ffbca,FOR,1.1e+19,16052855,1669449923,0x622942c6c3ec9409491ccbf6eb73933ce7f10e77b1da2afd7485f49b07ab35e9,11.0,1.1e+19,1.0,41,ACTIVE,2500000000000000000000000,23965,6122,0,111,0,111,0,5603494788934465637293505,0,5603494788934465637293505,1669233071,16048030.0,16088350.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.1e-07
38,Gitcoin,givevalue.eth,0x16c4e68b5ea69af57085b5152065100ba24ad71f,FOR,5e+17,16052919,1669450715,0xefc343d7c3c62d5ede81679e05b31e5d1b34bf093eb64c9bdb37dae8011a8884,0.5,5e+17,1.0,41,ACTIVE,2500000000000000000000000,23965,6122,0,111,0,111,0,5603494788934465637293505,0,5603494788934465637293505,1669233071,16048030.0,16088350.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,5e-09
39,Gitcoin,givevalue.eth,0x16c4e68b5ea69af57085b5152065100ba24ad71f,FOR,5e+17,16052922,1669450751,0xd47e4fc3a9f962b9604106670c78125a893e7c8e09237dad99d52b51c5b526c9,0.5,5e+17,1.0,42,ACTIVE,2500000000000000000000000,23974,6125,1,118,0,119,13860407315054524875,6923944978621854519715519,0,6923958839029169574240394,1669272671,16051303.0,16091623.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,5e-09
40,Gitcoin,yousuke.eth,0x91882b545ed077354310ba2015bbd0994aa0c834,FOR,1.2e+19,16052925,1669450787,0x572ae9ffb499e20d2dd2dd2d9290750d7d2aec86071126b8135da3f96579f72a,12.0,1.2e+19,1.0,42,ACTIVE,2500000000000000000000000,23974,6125,1,118,0,119,13860407315054524875,6923944978621854519715519,0,6923958839029169574240394,1669272671,16051303.0,16091623.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.2e-07
41,Gitcoin,yousuke.eth,0x91882b545ed077354310ba2015bbd0994aa0c834,FOR,1.2e+19,16052927,1669450811,0xfa563da8ddca0dd87f681e8b3082146d54cca98372c751e93470f29b71127af0,12.0,1.2e+19,1.0,41,ACTIVE,2500000000000000000000000,23965,6122,0,111,0,111,0,5603494788934465637293505,0,5603494788934465637293505,1669233071,16048030.0,16088350.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.2e-07
42,Gitcoin,datudou.eth,0x111ae4d8db445c46b4c342abbbb508519275d3c3,FOR,1.2e+19,16052947,1669451063,0x61cc5c32302f925bc22ca7f7d24a022bd6346604d4c77fe328eaa551665cb47c,12.0,1.2e+19,1.0,41,ACTIVE,2500000000000000000000000,23965,6122,0,111,0,111,0,5603494788934465637293505,0,5603494788934465637293505,1669233071,16048030.0,16088350.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.2e-07
43,Gitcoin,datudou.eth,0x111ae4d8db445c46b4c342abbbb508519275d3c3,FOR,1.2e+19,16052951,1669451111,0x9672eb86a74b85f8488502e9768b7ca718d56416cd6fbcce171d455f4f294aac,12.0,1.2e+19,1.0,42,ACTIVE,2500000000000000000000000,23974,6125,1,118,0,119,13860407315054524875,6923944978621854519715519,0,6923958839029169574240394,1669272671,16051303.0,16091623.0,0,"['FOR', 'AGAINST', 'ABSTAIN']",1e+26,1.2e-07
