DAO Name,ENS,Voter Address,Voter Choice,Weight,block,Vote Time,Transaction Hash,Current Delegated Votes to Voter,Current Delegated Votes Raw to Voter,Voter Token Holders Represented,Proposal ID,Proposal State,Quorum Votes,Proposal Token Holders,Proposal Delegate Holders,Against Delegate Votes,For Delegate Votes,Abstain Delegate Votes,Total Delegate Votes,Against Weighted Votes,For Weighted Votes,Abstain Weighted Votes,Total Weighted Votes,Proposal Date Created,Proposal Date Start,Proposal Date End,Offchain?,Proposal Choices
CompoundBravo,,0x60dd456273cbb018c2222621d4c2dc5016e870d3,FOR,7.067228503906047e+16,16090730,1669907051,0xd2450b34d2d0c49e28999a0727f7c303b7ce6d74e8f16b3b9bde22e22db2fc4e,0.07067228503906048,7.067228503906047e+16,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,,0xec6003a6e7ff35d0d6977e9dd22d75d4b2365c2d,FOR,2.1979905099764704e+17,16090748,1669907267,0x4b2e477a78116feaac621c054655c9d6529c06c2d8767819f0e856eda0a8563e,0.21979905099764704,2.1979905099764704e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,cryptonprime.eth,0x2ec48f301c6d99217ccfa3209beb7e192533d504,FOR,2.649333496921699e+17,16090949,1669909703,0x6dac5e74c266ca088e76fd46d41f90048481fc3712812d8aec60175017bddfcc,0.26493334969216986,2.649333496921699e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,zmaxx.eth,0x771388495f34d21c5574fefc04cd1d5811e00ada,FOR,4.587425e+16,16090981,1669910099,0x46274684516f7f78b955542552d5fcc3467d1c4fef1444052ec6f02569bbe7be,0.04587425,4.587425e+16,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,,0x0a09cd09b0107bb98a83f211704f036eca94b92e,FOR,1.5001998033087225e+22,16090987,1669910171,0x51c8255e9b6b5d469e353cd71e8d13b31555d71fd381a3826e2037f0c09a2a65,15001.875502902258,1.5001875502902257e+22,43,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,ethdesire.eth,0xf0974e846bd6c20bed63c789c276e6921f34359a,FOR,3.791855e+16,16090999,1669910315,0x587973e344c508e3b29c4f5cc0c6dcc68f965f725fba2e518b308b87289189aa,0.03791855,3.791855e+16,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,melson.eth,0x71213a9c9504e406d3242436a4bf69c6bfe74461,FOR,2.2661086700184547e+17,16091447,1669915715,0x6fa695cb6dacd2eb7ff0d3b146f8e8c321c6de2229d4275dc43305dc43896195,0.22661086700184546,2.2661086700184547e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,onesol.eth,0x8f2a0c6bdd5c1f61552558d2c0d2afe6d3dc5272,FOR,2.6175760245846214e+17,16091450,1669915751,0x025b076ae0e3f8f83d50c6523d74189be6b5f7fb7ef4dde201ced48e9b3482fe,0.26175760245846214,2.6175760245846214e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,superu.eth,0x29ee39be789ada5cbb2051f4bdd70dd735aed7d0,FOR,2.1268891549129997e+17,16091452,1669915775,0xba15b77c0803ce8dc371a661c9cb936ce84f7d41296e4ce1a7d41e2f4b84380c,0.21268891549129995,2.1268891549129997e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,apeass.eth,0x5244736b3a8f898149ae33f013126a20ce7abc62,FOR,2.0612370274428528e+17,16091456,1669915823,0x1dd6be1f0d8c285c38af33210d6cdefde208427ccb5eb582829784cab2b86b75,0.20612370274428526,2.0612370274428528e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,,0x3274f4b644b4129fd70502534b1269d72623ca96,FOR,1.5176860234681014e+17,16091470,1669915991,0xdb29bf48ae990d5f0b4e0f0274280f0abcb97def7cb963e233678cf3382711fb,0.15176860234681014,1.5176860234681014e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,mua.eth,0x078ad5270b0240d8529f600f35a271fc6e2b2bd8,FOR,3.4120330067846554e+17,16091474,1669916039,0x240b44543a141f24589fb19dd21807861e9d6095fc1ccf7fdf7c1639824c3e15,0.3412033006784655,3.4120330067846554e+17,2,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,dongdo.eth,0x896002e29fe4cda28a3ae139b0bf7bac26b33a8c,FOR,2.5270437773888502e+17,16091477,1669916075,0xeb4904a5931d883f0bbc98779fa29f094ea76bb80eaf39d8c6ae6cbadd9be402,0.25270437773888504,2.5270437773888502e+17,2,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,eth⚡⚡⚡.eth,0x76935956fa1c04ce2a46b8ad315a6f45ae7854fe,FOR,7.5e+16,16091648,1669918139,0xee97e5fc9b95e9712d5fb089d65d838dc2c5ecbb00d2b2b858501b3973f956cd,0.075,7.5e+16,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,0x365365.eth,0x281fbb9e61c55b3e7bd7dbd90a771671ce029f3d,FOR,1.23e+18,16091667,1669918367,0x4ee1e280e0e4c13c12189afa5cd54a9b393fac1990cd8f289525bba146c639b0,1.23,1.23e+18,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,cbagg21.eth,0x175c2a83c001ab70c4e772591e0a0b26e573e397,FOR,1.55e+18,16091688,1669918619,0x436a8a41d771e60e1f3b7f7b2a6c261266771d3de1b791340dadf0647a4f20a2,1.55,1.55e+18,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,,0x88fb3d509fc49b515bfeb04e23f53ba339563981,FOR,7.00731005180713e+22,16091704,1669918811,0xb3ee371cbd18c9bd99375e07dee041f295e45d9cce585407fc10b683d2f82b71,70073.1005180713,7.00731005180713e+22,12,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,becomeone.eth,0xc9ca0fb795080c591cbc45959ab868eaab1c9add,FOR,3.135339e+16,16091743,1669919279,0x96385518a0b8aeb0fe63840354983ed92fa657c13798077c3bb0a02ccaab99ae,0.03135339,3.135339e+16,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,,0x97a161ebfa5778e802209584b370e315ae566768,FOR,5.0632795759784696e+16,16091877,1669920887,0x28edb52bf96ed2337781cec7f9ad0b5b8978530a09a226c3cbac2a941a784a2e,0.050632795759784695,5.0632795759784696e+16,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,arbidude.eth,0x1acd4ce843f2955a87047a4201f473485a8c51fb,FOR,3.5e+16,16092032,1669922783,0x6d700a722acfe61530256e4a59ae4a64bfb4bb2bc7dc8ff1667242e2a73629f1,0.035,3.5e+16,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,,0xaf3c995f6410cca85daf151e2c32992d2337108a,FOR,2.5888052386563635e+17,16092039,1669922867,0xee2eb676a5b6a99d924aabf72f3f0a8512b57d680405e8f1a603ddc920e2c89a,0.25888052386563637,2.5888052386563635e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,meleeugen.eth,0x6bd032e99440eb400bb783a162869e07cb377dd4,FOR,1.1060230942479786e+17,16092092,1669923503,0xcb13fdcb742d1c8583103d1e6bee6060f1dc5b7a938c9c9344cd909cccc095a2,0.11060230942479785,1.1060230942479786e+17,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,pranjalbora.eth,0x25cc275cfe3cce1700e816e00d4cd1f60872038a,FOR,1.4907439779820346e+17,16092545,1669928951,0xfccebb07740bbf8b49740f0e1d63e1ac90138a5b91cad36058f9bf0ec6fc0579,0.14907439779820345,1.4907439779820346e+17,2,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
CompoundBravo,zkman.eth,0xfffa889f71003f256f0e14b48e54fa2dad1f2ff0,ABSTAIN,2551108494890191.0,16092726,1669931135,0xbefc5732dd6c29e1d607afc2262faf43edd8c4c9628d77441d9d1dbfc830d80b,0.002551108494890191,2551108494890191.0,1,136,ACTIVE,400000000000000000000000,203968,4471,5,107,2,114,2443436956472878726,335117549566282818732589,23306603339058505925,335143299606578350117240,1669646735,16082309,16102019,0,"['FOR', 'AGAINST', 'ABSTAIN']"
