txnHash,delegateChange,delegateVotingPowerChange,transfer,from,to,previous,amount,flag
0x36fbe9e2f51810c70e9825569b7956416f0150bd912495f086c6d22c95e7242f,"[{'delegate': '0xf7e8caefa7a22999aa7a2dfe7be570dbb341afb1', 'delegator': '0xf7e8caefa7a22999aa7a2dfe7be570dbb341afb1', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0xf7e8caefa7a22999aa7a2dfe7be570dbb341afb1', 'previousBalance': '0', 'newBalance': '1991223010490391773'}]",{},0xF7e8cAeFa7A22999AA7a2DFe7bE570DbB341afB1,0xF7e8cAeFa7A22999AA7a2DFe7bE570DbB341afB1,0x0000000000000000000000000000000000000000,{'0xF7e8cAeFa7A22999AA7a2DFe7bE570DbB341afB1': Decimal('1991223010490391773')},1
0x16b53b07d083f261af67712977cdf0814fe0fc39bb94882dd1a646e028d9048d,"[{'delegate': '0x8179c42ddb788e51128f2f6672b5466458291e05', 'delegator': '0x8179c42ddb788e51128f2f6672b5466458291e05', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x8179c42ddb788e51128f2f6672b5466458291e05', 'previousBalance': '0', 'newBalance': '7938475501697830902'}]",{},0x8179c42DDb788E51128f2f6672B5466458291E05,0x8179c42DDb788E51128f2f6672B5466458291E05,0x0000000000000000000000000000000000000000,{'0x8179c42DDb788E51128f2f6672B5466458291E05': Decimal('7938475501697830902')},1
0x0a1c2aadc4bcd916ad9c7a8452e28cdde410686d5e0d45e8fe45cc4b45d7a473,[],"[{'delegate': '0x8179c42ddb788e51128f2f6672b5466458291e05', 'previousBalance': '7938475501697830902', 'newBalance': '2938475501697830902'}]","{'0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5': [['0x8179c42DDb788E51128f2f6672B5466458291E05', Decimal('5000000000000000000')]]}",,,,{'0x8179c42DDb788E51128f2f6672B5466458291E05': Decimal('-5000000000000000000')},0
0x7b6579cc807cea8161f2065b4f709fc20efe5d2de5a5fb682120b7cc41829e8b,[],"[{'delegate': '0xf7e8caefa7a22999aa7a2dfe7be570dbb341afb1', 'previousBalance': '1991223010490391773', 'newBalance': '1223010490391773'}]","{'0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5': [['0xF7e8cAeFa7A22999AA7a2DFe7bE570DbB341afB1', Decimal('1990000000000000000')]]}",,,,{'0xF7e8cAeFa7A22999AA7a2DFe7bE570DbB341afB1': Decimal('-1990000000000000000')},0
0x2d0f46a5285cd3e4c17d433f80c781bc21b580c1121fbcab38317a0e9fb9d09f,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '265800163029651521320795839', 'newBalance': '265924466725424948730962954'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('124303695773427410167115')},0
0xd7848a0401c1e2754947f992e62f19b20b9cad68bc50a1fba9ecd23985560d89,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '1082096901656880528968061', 'newBalance': '1093514653616552261525147'}]",{},,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('11417751959671732557086')},0
0x6ed422202fa89095ddbbefed5c852ae3b7a7b86bc648d5dad801e015c702c88c,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '265924466725424948730962954', 'newBalance': '266047296935872774062165946'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('122830210447825331202992')},0
0x688e53510c4666cf56d1e008f174bed220fb0c6f2dedc8c8f3051737462a5fe2,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '266047296935872774062165946', 'newBalance': '266215325157309999631299574'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('168028221437225569133628')},0
0xf5bdfd4ae557a98407598ed03269621d2f51df3a3773baa6d82222fd3a9da8d6,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '266215325157309999631299574', 'newBalance': '262615325157309999631299574'}]","{'0xEa51Ccb352Aea7641fF4D88536F0F06Fd052EF8f': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('3600000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-3600000000000000000000000')},0
0xb126c08c700e4ed4efe3a18868b4fdfd360d3db97679f15db27bff5fbe4e6bd4,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '262615325157309999631299574', 'newBalance': '262780403381347694090750262'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('165078224037694459450688')},0
0xa49c33a6972d7865bbec92d44899a0a24d265c52d2830ff9106f9f35efac2df3,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '262780403381347694090750262', 'newBalance': '262925071493579029955859643'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('144668112231335865109381')},0
0x8fdced5d2a483f587ef062d5abde1b03d31327fdec736c756cb81bd8ed9a8034,"[{'delegate': '0xdc8cf1935dc61899370c8d64ef059d332235ec1d', 'delegator': '0xdc8cf1935dc61899370c8d64ef059d332235ec1d', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0xdc8cf1935dc61899370c8d64ef059d332235ec1d', 'previousBalance': '0', 'newBalance': '29000000000000000000'}]",{},0xDC8Cf1935dc61899370c8d64eF059D332235ec1D,0xDC8Cf1935dc61899370c8d64eF059D332235ec1D,0x0000000000000000000000000000000000000000,{'0xDC8Cf1935dc61899370c8d64eF059D332235ec1D': Decimal('29000000000000000000')},1
0xddf56b1c42128fa5b72da13b2e4ae89ca488abf9c2d61dcae6b7b6d1b5df7f8a,"[{'delegate': '0x62cc4edfe738701297f06ce979de18229b69b49a', 'delegator': '0xdc8cf1935dc61899370c8d64ef059d332235ec1d', 'previousDelegate': '0xdc8cf1935dc61899370c8d64ef059d332235ec1d'}]","[{'delegate': '0xdc8cf1935dc61899370c8d64ef059d332235ec1d', 'previousBalance': '29000000000000000000', 'newBalance': '0'}, {'delegate': '0x62cc4edfe738701297f06ce979de18229b69b49a', 'previousBalance': '0', 'newBalance': '29000000000000000000'}]",{},0xDC8Cf1935dc61899370c8d64eF059D332235ec1D,0x62CC4EDfe738701297f06cE979dE18229b69B49A,0xDC8Cf1935dc61899370c8d64eF059D332235ec1D,{'0xDC8Cf1935dc61899370c8d64eF059D332235ec1D': Decimal('-29000000000000000000')},1
0xcba66b36d545a55c0e4f2bd40f15fe120605250857a2bc6d8d48de49adc57377,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '262925071493579029955859643', 'newBalance': '263068053304576853445116632'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('142981810997823489256989')},0
0xa535fbdd085be2f4d4de0cba4ea765fb17f902c3a14391c43fb72024ecc11c7f,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '1093514653616552261525147', 'newBalance': '1108810287077373107727814'}]",{},,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('15295633460820846202667')},0
0x03b1551ed454b0b085e5f39d4fe18ef6197068ec3939f1041d4552808839bbaa,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '0', 'newBalance': '23404280441969883454169'}]","{'0xFb55AF0ef0DcdeC92Bd3752E7a9237dfEfB8AcC0': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('899699000000000000')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('23404280441969883454169')},0
0x5ab3c5c4efb1e301abb7f82071784174f7e3797db051fe4271e4415726fbcebd,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '263068053304576853445116632', 'newBalance': '263160051651861010468536120'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('91998347284157023419488')},0
0x730223c5da6bc7878f10817b5a83b60bcd80d5188ede8ad7153ebf2b2d53e826,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '12581256367721890348798755', 'newBalance': '17984046829416461632411135'}]","{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('5402790461694571283612380')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('5402790461694571283612380')},0
0x03223250df2529553942b39a1ddcee5ef601e6fcbfe26bf54a2d014af8e9348e,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '17984046829416461632411135', 'newBalance': '17684046829416461632411135'}]","{'0x3a0c69a1d3af0F45e06292A67fd68270a0Cb694A': [['0xCF263cEe139763114fAaFC5F52865135412F50Ec', Decimal('300000000000000000000000')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('-300000000000000000000000')},0
0x80574464ecccd02ba1a03736c32e618f590941fddd6a1bd203101ccb3a3a264d,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '1108810287077373107727814', 'newBalance': '7108810287077373107727814'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('6000000000000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('6000000000000000000000000')},0
0x048060b5b5ef8d55f727b626b43e191dca0ad5f85fdb2e5a3fc1044515bb4b9d,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '7108810287077373107727814', 'newBalance': '4108810287077373107727814'}, {'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '137230833425381367630', 'newBalance': '3000137230833425381367630'}]","{'0x425712a974D4f2802309e0E68d001756363c1C55': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('3000000000000000000000000')], ['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('3000000000000000000000000')]]}",,,,"{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-3000000000000000000000000'), '0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('3000000000000000000000000')}",0
0x1034f2c48d17615a03725f2ffd947f5dbafdf15ae79e7f5347874fad5df44bf1,[],"[{'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '3000137230833425381367630', 'newBalance': '137230833425381367630'}]","{'0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5': [['0x425712a974D4f2802309e0E68d001756363c1C55', Decimal('3000000000000000000000000')]]}",,,,{'0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('-3000000000000000000000000')},0
0xf652179163d4191325bcd5ad08e28ed0a7b3f47c88a71f018f8365df42de53dd,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '4108810287077373107727814', 'newBalance': '3108810287077373107727814'}]","{'0xD13F8C25CceD32cdfA79EB5eD654Ce3e484dCAF5': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('1000000000000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-1000000000000000000000000')},0
0xdb2bfb126ac1d0cddfeda9ebd04d73ca4b1e6e4e4508886edfd06ad048ac3a72,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '263160051651861010468536120', 'newBalance': '263251227215056075174547749'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('91175563195064706011629')},0
0x2b599b25ac7cc10f2c64f99f1dd812330f8b6c3ace621bc183621982dd1bf430,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '3108810287077373107727814', 'newBalance': '3257893597990337759719203'}]","{'0x1f4c763BdE1D4832B3EA0640e66Da00B98831355': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('38215283490378177751241')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('149083310912964651991389')},0
0x7d6e303715d29a540c6375f9c341376b7b894e619f74914bba7577298f1bfa81,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '3257893597990337759719203', 'newBalance': '3265593379299662030587006'}]",{},,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('7699781309324270867803')},0
0x7efc0527e381b51c3f2629f69ecf37a4ad435f0e656dff09a533c386b8612006,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '263251227215056075174547749', 'newBalance': '263379854214262089637583573'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('128626999206014463035824')},0
0x171aa11f4eacbfdbb5396197925e341387a6f50f329b78da816ef92402ca3105,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '17684046829416461632411135', 'newBalance': '16134046829416461632411135'}]","{'0x48fF31bBbD8Ab553Ebe7cBD84e1eA3dBa8f54957': [['0x617c34A9B6F080a0f25988DB6C903a8348D41081', Decimal('1550000000000000000000000')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('-1550000000000000000000000')},0
0x9ad60b111668be744c9409d28312aaff56f541aea0ff0335d1560e38eb0941fc,"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'delegator': '0x3da7402ec78e72923f2e0346f421deec60418779', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '23404280441969883454169', 'newBalance': '23460103159198091500249'}]",{},0x3Da7402Ec78e72923f2e0346F421Deec60418779,0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7,0x0000000000000000000000000000000000000000,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('55822717228208046080')},1
0x763d63e572261789c8f0be510e05b502755764f747e15c1e791c53d99835061d,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '263379854214262089637583573', 'newBalance': '263532387891955082112824180'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('152533677692992475240607')},0
0xebddf636b52dadca454cecd514383a076bcf0b9bc2e252ffbf443c4f32c64f55,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '3265593379299662030587006', 'newBalance': '3269644560348284423656897'}]",{},,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('4051181048622393069891')},0
0x7d40348c2b2ee26a605ea805cfdbbf25064abef683d77db222db8de5b929875b,"[{'delegate': '0x7d64e59464430bff5ca2d2d4a9643ca59e66bda9', 'delegator': '0x7d64e59464430bff5ca2d2d4a9643ca59e66bda9', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x7d64e59464430bff5ca2d2d4a9643ca59e66bda9', 'previousBalance': '0', 'newBalance': '2597969076329970254'}]",{},0x7D64e59464430BfF5cA2D2D4a9643Ca59e66BDa9,0x7D64e59464430BfF5cA2D2D4a9643Ca59e66BDa9,0x0000000000000000000000000000000000000000,{'0x7D64e59464430BfF5cA2D2D4a9643Ca59e66BDa9': Decimal('2597969076329970254')},1
0x7f9b77ddf2b64d28d1302a564c6d4de1294b2f3357b7e1cdc624bea732da4a8e,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '263532387891955082112824180', 'newBalance': '263790240631321685835760057'}]",{},,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('257852739366603722935877')},0
0x14ba8074cba9c8a6f5f79ff560a5f1677b2d5391ca199512744f3e2f33b292f4,"[{'delegate': '0x26527c1d397e522f809d0ef217538120824ee73a', 'delegator': '0x26527c1d397e522f809d0ef217538120824ee73a', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x26527c1d397e522f809d0ef217538120824ee73a', 'previousBalance': '0', 'newBalance': '4439359553952469386748'}]",{},0x26527c1d397e522F809d0Ef217538120824ee73a,0x26527c1d397e522F809d0Ef217538120824ee73a,0x0000000000000000000000000000000000000000,{'0x26527c1d397e522F809d0Ef217538120824ee73a': Decimal('4439359553952469386748')},1
0x92af77e6fe9f6d811f458508a765c2f9c482cfcd711587fd8bfe0f62e296be86,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '3269644560348284423656897', 'newBalance': '3272852471765869446782770'}]",{},,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('3207911417585023125873')},0
0xed868a5d3205df3d6f34e8ba63d3933ab46ad39ce2cff150335e31826b755c25,[],"[{'delegate': '0xd2602c7bdfc9f413974e944280bbfae275d1b1b6', 'previousBalance': '709991484924495437121', 'newBalance': '600000484924495437121'}]","{'0x533e3c0e6b48010873B947bddC4721b1bDFF9648': [['0xD2602C7bDFC9F413974e944280BbFae275d1B1b6', Decimal('109991000000000000000')]]}",,,,{'0xD2602C7bDFC9F413974e944280BbFae275d1B1b6': Decimal('-109991000000000000000')},0
0x280e7d68628160271e7518c88d5879fcbf0a31e6dda031155aad46dccee52e93,"[{'delegate': '0xb2739b8ead8c553062104c8d5264c5141981392e', 'delegator': '0xb2739b8ead8c553062104c8d5264c5141981392e', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0xb2739b8ead8c553062104c8d5264c5141981392e', 'previousBalance': '0', 'newBalance': '122769932000000000000'}]",{},0xB2739B8eAd8c553062104c8D5264c5141981392e,0xB2739B8eAd8c553062104c8D5264c5141981392e,0x0000000000000000000000000000000000000000,{'0xB2739B8eAd8c553062104c8D5264c5141981392e': Decimal('122769932000000000000')},1
0x58ed9d648689b1dd37c398f3422e10e5e970eee9f9f847b34eb5ea86421c3ada,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '16134046829416461632411135', 'newBalance': '17445887265743199329011845'}]","{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('1311840436326737696600710')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('1311840436326737696600710')},0
0x975713fd2bbe8ef531f5bde724ce119f98d99f6173f152ff699b33a10a1fb564,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '23460103159198091500249', 'newBalance': '42978564514804569304879'}]","{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': [['0xBa625B318483516F7483DD2c4706aC92d44dBB2B', Decimal('19518461355606477804630')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('19518461355606477804630')},0
0xe1cf88527c41eb86d0db2075f72900419467f81fdc183f3a1bc5dc11b1ceb960,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '42978564514804569304879', 'newBalance': '116019386095306454545140'}]","{'0x1f4c763BdE1D4832B3EA0640e66Da00B98831355': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('13643726410830131169907')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('73040821580501885240261')},0
0x975efaf196a60d6d4773a3e2e36994bca22aa14aa256fc6e562c340c688fff51,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '116019386095306454545140', 'newBalance': '55822717228208046080'}]","{'0x1f4c763BdE1D4832B3EA0640e66Da00B98831355': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('115963563378078246499060')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('-115963563378078246499060')},0
0x487030ecb758ff1d1ce5b0c245494c5367921b6566f04a7ac18f0ec12f2e6f36,"[{'delegate': '0x4b3764ab10efe2747c4f0e36bb442867abd3f9e6', 'delegator': '0x4b3764ab10efe2747c4f0e36bb442867abd3f9e6', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x4b3764ab10efe2747c4f0e36bb442867abd3f9e6', 'previousBalance': '0', 'newBalance': '314136334223415832480'}]",{},0x4b3764ab10Efe2747c4F0e36BB442867aBd3f9e6,0x4b3764ab10Efe2747c4F0e36BB442867aBd3f9e6,0x0000000000000000000000000000000000000000,{'0x4b3764ab10Efe2747c4F0e36BB442867aBd3f9e6': Decimal('314136334223415832480')},1
0x3cd12fb34e9fd53e10a2a55cca758ee0caa0af887a6d401dbb8d0bcd0fafab41,[],"[{'delegate': '0xb2739b8ead8c553062104c8d5264c5141981392e', 'previousBalance': '122769932000000000000', 'newBalance': '22769932000000000000'}]","{'0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5': [['0xB2739B8eAd8c553062104c8D5264c5141981392e', Decimal('100000000000000000000')]]}",,,,{'0xB2739B8eAd8c553062104c8D5264c5141981392e': Decimal('-100000000000000000000')},0
0x9b2e760a31cd6341a5aeba7f6b3384d8476c0c3cab8601fe66775e9fdd665471,[],"[{'delegate': '0xb2739b8ead8c553062104c8d5264c5141981392e', 'previousBalance': '22769932000000000000', 'newBalance': '12769932000000000000'}]","{'0x1056178977457A5F4BE33929520455A7d2E28670': [['0xB2739B8eAd8c553062104c8D5264c5141981392e', Decimal('10000000000000000000')]]}",,,,{'0xB2739B8eAd8c553062104c8D5264c5141981392e': Decimal('-10000000000000000000')},0
0x7bd8b3b5e3f6f777c64b71c6e98f0f2c6022df5dfedc68d6c0bba4a5cc27abcf,"[{'delegate': '0xf97c57805afe940e86b6228628cb5d7a50609e8c', 'delegator': '0xf97c57805afe940e86b6228628cb5d7a50609e8c', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0xf97c57805afe940e86b6228628cb5d7a50609e8c', 'previousBalance': '0', 'newBalance': '5964081911266104229441'}]",{},0xF97C57805aFe940E86B6228628cB5d7a50609e8c,0xF97C57805aFe940E86B6228628cB5d7a50609e8c,0x0000000000000000000000000000000000000000,{'0xF97C57805aFe940E86B6228628cB5d7a50609e8c': Decimal('5964081911266104229441')},1
0xb469e6808f5b46dc926e0837a437802750cf2d5fcf020ae10ce052a36121a093,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '55822717228208046080', 'newBalance': '50718973719056982470641'}]","{'0x7636a5bfD763CEFec2DA9858c459F2a9b0FE8A6C': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('2363263857702021033145')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('50663151001828774424561')},0
0xc5c78a6c0121a3c2368a753af5b7f7e2d641632d0fc8d8c9f1e786841085e911,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '50718973719056982470641', 'newBalance': '88283322478802825879602'}]","{'0x7636a5bfD763CEFec2DA9858c459F2a9b0FE8A6C': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('1772447893276515774859')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('37564348759745843408961')},0
0x3c3a1389daf9f943e7472cf592d3e62dac2ed2dc2fa85cdde320e8cf3800b746,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '88283322478802825879602', 'newBalance': '116132062679058627579114'}]","{'0x7636a5bfD763CEFec2DA9858c459F2a9b0FE8A6C': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('1329335919957386831144')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('27848740200255801699512')},0
0xc8af15548024b2b302aeb22e4638026262d64d4b2dd1995c5dda54e55992e057,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '116132062679058627579114', 'newBalance': '159195888477764342750251'}]","{'0x1f4c763BdE1D4832B3EA0640e66Da00B98831355': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('2073631447662972158224')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('43063825798705715171137')},0
0x88eeeb07b19f2fc41f0d3d55ce5b9ea6c073be941bfb22972f7421bc0b791e11,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '159195888477764342750251', 'newBalance': '188806846117236449975597'}]","{'0x7636a5bfD763CEFec2DA9858c459F2a9b0FE8A6C': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('1435782234156891251408')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('29610957639472107225346')},0
0xa422bf1a49bde004301034853b6bf574f91917761865d38dd0774ceab8bcc8bd,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '188806846117236449975597', 'newBalance': '196698867418334306235803'}]","{'0x7ceA8A6dA079dc7501d4eb2bBc937e70A2764cEf': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('382875262441837667042')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('7892021301097856260206')},0
0x7647206142c00bdb5ffec9df2ccadc40a7b931f017009341cb1b7f8efaf1e127,[],"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '196698867418334306235803', 'newBalance': '198495508185062347409831'}]","{'0x1f4c763BdE1D4832B3EA0640e66Da00B98831355': [['0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7', Decimal('95718815610459416761')]]}",,,,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('1796640766728041174028')},0
0x1ee539e8063b672f94cd0ac001f15955e87bd7059096737e453791a8747a73ab,"[{'delegate': '0x48e0d2c4be37c9d4e971597fbab155b6db4736af', 'delegator': '0x48e0d2c4be37c9d4e971597fbab155b6db4736af', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x48e0d2c4be37c9d4e971597fbab155b6db4736af', 'previousBalance': '0', 'newBalance': '20252753606252929567'}]",{},0x48E0D2C4BE37C9D4e971597FBaB155B6db4736Af,0x48E0D2C4BE37C9D4e971597FBaB155B6db4736Af,0x0000000000000000000000000000000000000000,{'0x48E0D2C4BE37C9D4e971597FBaB155B6db4736Af': Decimal('20252753606252929567')},1
0xaef4536166414074b3f87fb6b57e7376be76cf9de9f4b3ee663b9d16be887373,[],"[{'delegate': '0x48e0d2c4be37c9d4e971597fbab155b6db4736af', 'previousBalance': '20252753606252929567', 'newBalance': '0'}]","{'0x0C462Dbb9EC8cD1630f1728B2CFD2769d09f0dd5': [['0x48E0D2C4BE37C9D4e971597FBaB155B6db4736Af', Decimal('20252753606252929567')]]}",,,,{'0x48E0D2C4BE37C9D4e971597FBaB155B6db4736Af': Decimal('-20252753606252929567')},0
