txnHash,delegateChange,delegateVotingPowerChange,transfer,from,to,previous,amount,flag
0x236b93de01dc942bb4e42e2f43b572da770e702726434ec3eac162cd4f1c2b64,"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'delegator': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '0', 'newBalance': '420000000000000000000000000'}]",{},0xe02F8E39b8cFA7d3b62307E46077669010883459,0xe02F8E39b8cFA7d3b62307E46077669010883459,0x0000000000000000000000000000000000000000,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('420000000000000000000000000')},1
0x24733539d1bcdb917525de522380b63c5415df8162298f281d80777d0804dc06,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '420000000000000000000000000', 'newBalance': '419999999000000000000000000'}]","{'0x4f3a120E72C76c22ae802D129F599BFDbc31cb81': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('1000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-1000000000000000000')},0
0x1de5e18bd88024319fbdec6324ec5f190e4baca2ab45237fb39b68f4f70e3c8b,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '419999999000000000000000000', 'newBalance': '407500000000000000000000000'}]","{'0x4f3a120E72C76c22ae802D129F599BFDbc31cb81': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('12499999000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-12499999000000000000000000')},0
0x25fb7961f501a7c4ad4bb0d690de367b44c338438c1ca61fa0df67aafdf162ed,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '407500000000000000000000000', 'newBalance': '407250000000000000000000000'}]","{'0x0D0707963952f2fBA59dD06f2b425ace40b492Fe': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('250000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-250000000000000000000000')},0
0x9fb7b156fd1bb1ca5f813888d900cd9e14f170163804bd8dda9fd811a5cf50e1,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '407250000000000000000000000', 'newBalance': '357250000000000000000000000'}]","{'0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('50000000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-50000000000000000000000000')},0
0x1a585a63727f267f971d349f038f918d4e53a4320d6c2ca4b25b4d3d5ebda552,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '357250000000000000000000000', 'newBalance': '357150000000000000000000000'}]","{'0x381A815b112A394f27121e2A99e86f88b1Ef85A2': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('100000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-100000000000000000000000')},0
0xde754769077424135225700cccd5c47744b7f03edf516fedf9fb8f1bb04ab78c,"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'delegator': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '0', 'newBalance': '1234702667850498900727211'}]",{},0x9843C8a8263308A309BfC3C2d1c308126D8E754D,0x9843C8a8263308A309BfC3C2d1c308126D8E754D,0x0000000000000000000000000000000000000000,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('1234702667850498900727211')},1
0x5828782f91bca9f4e1905b10b26a7af398b30f2684d55e9d878d1e42b3d3c2f5,"[{'delegate': '0xdd2aa2dd3b524ab337f8467bd630a2b0eb9fe70c', 'delegator': '0xdd2aa2dd3b524ab337f8467bd630a2b0eb9fe70c', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0xdd2aa2dd3b524ab337f8467bd630a2b0eb9fe70c', 'previousBalance': '0', 'newBalance': '8000000000000000000000'}]",{},0xDd2AA2dd3b524ab337f8467bd630a2b0eb9fE70c,0xDd2AA2dd3b524ab337f8467bd630a2b0eb9fE70c,0x0000000000000000000000000000000000000000,{'0xDd2AA2dd3b524ab337f8467bd630a2b0eb9fE70c': Decimal('8000000000000000000000')},1
0x356a68aceb0cd0e3af559af75f775a04bb98edba7bc575766020f4ffa233fb37,"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'delegator': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '0', 'newBalance': '1438924826653137155420260'}]",{},0xCF263cEe139763114fAaFC5F52865135412F50Ec,0xCF263cEe139763114fAaFC5F52865135412F50Ec,0x0000000000000000000000000000000000000000,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('1438924826653137155420260')},1
0x4d94db4e9c7c0974ed4560ce09c6978f20843df20a0565ef88299cc4f1064f39,"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'delegator': '0x617c34a9b6f080a0f25988db6c903a8348d41081', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '1438924826653137155420260', 'newBalance': '2999410726365635041434127'}]",{},0x617c34A9B6F080a0f25988DB6C903a8348D41081,0xCF263cEe139763114fAaFC5F52865135412F50Ec,0x0000000000000000000000000000000000000000,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('1560485899712497886013867')},1
0x2006be8330386dfa7a26d47765e922b8a438b2936d00f721cc4b575eb0a9eaed,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '1234702667850498900727211', 'newBalance': '134702667850498900727211'}]","{'0x425712a974D4f2802309e0E68d001756363c1C55': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('1100000000000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-1100000000000000000000000')},0
0x12e1a9deba2ca6681cd098948da15064d579edced763ae977409fcb8487621ea,"[{'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'delegator': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '0', 'newBalance': '1100000000000000000000000'}]",{},0x425712a974D4f2802309e0E68d001756363c1C55,0x425712a974D4f2802309e0E68d001756363c1C55,0x0000000000000000000000000000000000000000,{'0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('1100000000000000000000000')},1
0xbd2afd0d77696d5431c5c0d797b89771e7e3ceea61b52467f6658d3d4550633b,[],"[{'delegate': '0xdd2aa2dd3b524ab337f8467bd630a2b0eb9fe70c', 'previousBalance': '8000000000000000000000', 'newBalance': '7000000000000000000000'}]","{'0xFb55AF0ef0DcdeC92Bd3752E7a9237dfEfB8AcC0': [['0xDd2AA2dd3b524ab337f8467bd630a2b0eb9fE70c', Decimal('1000000000000000000000')]]}",,,,{'0xDd2AA2dd3b524ab337f8467bd630a2b0eb9fE70c': Decimal('-1000000000000000000000')},0
0x38c15388260c8dde1844bf3f3c215a3a3214bf2732b60558b0bfab6551af3e4f,[],"[{'delegate': '0xdd2aa2dd3b524ab337f8467bd630a2b0eb9fe70c', 'previousBalance': '7000000000000000000000', 'newBalance': '0'}]","{'0xFb55AF0ef0DcdeC92Bd3752E7a9237dfEfB8AcC0': [['0xDd2AA2dd3b524ab337f8467bd630a2b0eb9fE70c', Decimal('7000000000000000000000')]]}",,,,{'0xDd2AA2dd3b524ab337f8467bd630a2b0eb9fE70c': Decimal('-7000000000000000000000')},0
0x23fbd49ad73d00540f6c77740bb0b6b2983e97c4578d97ff0b5c5e329a039b99,"[{'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'delegator': '0x93617280d57564241b4ad4f4e09e02968f3f2d76', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '1100000000000000000000000', 'newBalance': '1104000000000000000000000'}]",{},0x93617280d57564241b4aD4F4e09e02968F3F2D76,0x425712a974D4f2802309e0E68d001756363c1C55,0x0000000000000000000000000000000000000000,{'0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('4000000000000000000000')},1
0xed6b9939bb64a9275b674210cbc31400f11428a1f27d853150a3f88ff66909bb,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '134702667850498900727211', 'newBalance': '449424467275494672754946'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('314721799424995772027735')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('314721799424995772027735')},0
0x0aac3f24be9971f674119223cf12fac2b7c7d8635404877c4debfa3ee0a003c3,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '449424467275494672754946', 'newBalance': '49424467275494672754946'}, {'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '1104000000000000000000000', 'newBalance': '1504000000000000000000000'}]","{'0x425712a974D4f2802309e0E68d001756363c1C55': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('400000000000000000000000')], ['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('400000000000000000000000')]]}",,,,"{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-400000000000000000000000'), '0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('400000000000000000000000')}",0
0x28ce7b149f519ef1bc9a8260cb560f89d22e4e5c68ed43be56159092bf5b8f2a,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '49424467275494672754946', 'newBalance': '0'}]","{'0xF6615bbCC3934ac5F65aABd221b82B2c1206f791': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('49424467275494672754946')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-49424467275494672754946')},0
0x2e9a70ec77b08cdeb0215e6b7dc1fc157b8beabe7f8262768f6a08892192eebb,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '2999410726365635041434127', 'newBalance': '2799410726365635041434127'}]","{'0xC98b0729695A25152B8D5b6B95709070605A7F60': [['0xCF263cEe139763114fAaFC5F52865135412F50Ec', Decimal('200000000000000000000000')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('-200000000000000000000000')},0
0x767d53d62fc7115020116063febb0ca04a726eb2cf711f43d0f86562fac03f9c,[],"[{'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '1504000000000000000000000', 'newBalance': '1482498373444773496326238'}]","{'0x1f4c763BdE1D4832B3EA0640e66Da00B98831355': [['0x425712a974D4f2802309e0E68d001756363c1C55', Decimal('21501626555226503673762')]]}",,,,{'0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('-21501626555226503673762')},0
0x14552df2540446292705061e0faf5b5f0b138ac08337e0026c059d6b5d319c39,"[{'delegate': '0x5cce75dea4df762b7166c191681afc3a6dcbae28', 'delegator': '0x5cce75dea4df762b7166c191681afc3a6dcbae28', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x5cce75dea4df762b7166c191681afc3a6dcbae28', 'previousBalance': '0', 'newBalance': '65806164383561643835616'}]",{},0x5Cce75DeA4df762B7166C191681aFC3a6DcbaE28,0x5Cce75DeA4df762B7166C191681aFC3a6DcbaE28,0x0000000000000000000000000000000000000000,{'0x5Cce75DeA4df762B7166C191681aFC3a6DcbaE28': Decimal('65806164383561643835616')},1
0x5c31a57b775dca330d3ef60a163cc4dc1c5802b25ba005f9a33088aacd142b2f,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '0', 'newBalance': '172722179942499577202774'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('172722179942499577202774')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('172722179942499577202774')},0
0x2428624b484dd140d5427bbc1d67e91111c20d5e48b826c55e5f5979b8360e7f,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '172722179942499577202774', 'newBalance': '42722179942499577202774'}, {'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '1482498373444773496326238', 'newBalance': '1612498373444773496326238'}]","{'0x425712a974D4f2802309e0E68d001756363c1C55': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('130000000000000000000000')], ['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('130000000000000000000000')]]}",,,,"{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-130000000000000000000000'), '0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('130000000000000000000000')}",0
0x22c54f3bd38e14ce1d782eab0e5d054fcc37a7e4f6452c3ef006187594d95017,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '42722179942499577202774', 'newBalance': '9942499577202774'}]","{'0xF6615bbCC3934ac5F65aABd221b82B2c1206f791': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('42722170000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-42722170000000000000000')},0
0x793deaba68082bb32b9bb894126101e8d414d418c95ebef50622ee18d51f5908,"[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'delegator': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x14860ed3597d27afd017513ab9ef9cb9cc16f1f7', 'previousBalance': '0', 'newBalance': '39361121681041772365973'}]",{},0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7,0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7,0x0000000000000000000000000000000000000000,{'0x14860ed3597D27afD017513Ab9EF9Cb9CC16F1f7': Decimal('39361121681041772365973')},1
0xc750d300b197eaab3bbb81bf32b211e97f197a2b986732916e06c8b920dd6247,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '357150000000000000000000000', 'newBalance': '356950000000000000000000000'}]","{'0x40AdeDc0b097717583eD2C97645eB46e5B58CC78': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('200000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-200000000000000000000000')},0
0xb5defb144675e7b636e4990d278030388f49737d73ea654d5da301293c6d1d43,[],"[{'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '1612498373444773496326238', 'newBalance': '1615538025963136652963974'}]","{'0x425712a974D4f2802309e0E68d001756363c1C55': [['0xA86CC1ae2D94C6ED2aB3bF68fB128c2825673267', Decimal('21110928133538847888369')]]}",,,,{'0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('3039652518363156637736')},0
0x0605ed504b274f7a2ec76399df06b8331f293093120b8effde665d89756509c7,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '2799410726365635041434127', 'newBalance': '2599410726365635041434127'}]","{'0x7bB909d58E54aba5596DFCaA873df0d50bC5d760': [['0xCF263cEe139763114fAaFC5F52865135412F50Ec', Decimal('200000000000000000000000')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('-200000000000000000000000')},0
0x9f7c66cad3204143ad6567e1370b0bb9a08b6f2f01be44894c6320434962ccc3,[],"[{'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '1615538025963136652963974', 'newBalance': '1635778556354215255505956'}]","{'0x1f4c763BdE1D4832B3EA0640e66Da00B98831355': [['0x425712a974D4f2802309e0E68d001756363c1C55', Decimal('21110928133538847888369')]]}",,,,{'0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('20240530391078602541982')},0
0x26e5d2839469ebaa8d10b66e9f8e5a400a7799fbcd9f9a3d2365de6e083079d0,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '9942499577202774', 'newBalance': '242079432401488246237105'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('242079422458988669034331')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('242079422458988669034331')},0
0xd0c97a96f3ef42bc54415ccbaf6efe1033ccd3d1767655d35f7dcb325d9e2b84,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '242079432401488246237105', 'newBalance': '142079432401488246237105'}]","{'0xF6615bbCC3934ac5F65aABd221b82B2c1206f791': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('100000000000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-100000000000000000000000')},0
0x0aa20ad29954aff5e306e2c348c38e94f58c56fba4c6dd36bbfa2c92acbb486a,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '142079432401488246237105', 'newBalance': '0'}, {'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '1635778556354215255505956', 'newBalance': '1777857988755703501743061'}]","{'0x425712a974D4f2802309e0E68d001756363c1C55': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('142079432401488246237105')], ['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('142079432401488246237105')]]}",,,,"{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-142079432401488246237105'), '0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('142079432401488246237105')}",0
0x1f008a47f4cf42ae028243f53fc4a1f716d2c228bd3cd0de9c2af5de91925709,[],"[{'delegate': '0xcf263cee139763114faafc5f52865135412f50ec', 'previousBalance': '2599410726365635041434127', 'newBalance': '3453934656688652122442076'}]","{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('854523930323017081007949')]]}",,,,{'0xCF263cEe139763114fAaFC5F52865135412F50Ec': Decimal('854523930323017081007949')},0
0x9e60e0f4b2b7459b75478a103455ed19202efd3563c72f4a814a048e269f5f75,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '0', 'newBalance': '280508519364112971418907'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('280508519364112971418907')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('280508519364112971418907')},0
0x3616e0eb45308c8811924c620ebe42ee89a0cd61e7383d76a753e5e24967eb21,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '280508519364112971418907', 'newBalance': '80508519364112971418907'}]","{'0x798b3eF55a47830bE914E78d1712EFa47802dB98': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('200000000000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-200000000000000000000000')},0
0x56de8d9b075ca4c9e23b8650b8575e7bd3c603c8957a8ea065f82afaa9bbfa81,[],"[{'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '1777857988755703501743061', 'newBalance': '1577857988755703501743061'}]","{'0x06BE76795EEC0dcED36c616Ba2f0b4dFd28b8380': [['0x425712a974D4f2802309e0E68d001756363c1C55', Decimal('200000000000000000000000')]]}",,,,{'0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('-200000000000000000000000')},0
0x259d010dfc2c7951a7f10afff28a93d629a2750eec405d46181b3744108402a4,[],"[{'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '1577857988755703501743061', 'newBalance': '1377857988755703501743061'}]","{'0xcA21951a320863932545708Ba64A05CFB0b8D091': [['0x425712a974D4f2802309e0E68d001756363c1C55', Decimal('200000000000000000000000')]]}",,,,{'0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('-200000000000000000000000')},0
0x361bb9e8474c9f71a5bafaa2741ca95f21ddd527d920e1453e83652c83f2c6cf,"[{'delegate': '0x93617280d57564241b4ad4f4e09e02968f3f2d76', 'delegator': '0x798b3ef55a47830be914e78d1712efa47802db98', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x93617280d57564241b4ad4f4e09e02968f3f2d76', 'previousBalance': '0', 'newBalance': '200000000000000000000000'}]",{},0x798b3eF55a47830bE914E78d1712EFa47802dB98,0x93617280d57564241b4aD4F4e09e02968F3F2D76,0x0000000000000000000000000000000000000000,{'0x93617280d57564241b4aD4F4e09e02968F3F2D76': Decimal('200000000000000000000000')},1
0x99ff84ff43d33a682787facd6174d908dfb95db4b595d77d5b844f8cf6dd29b5,"[{'delegate': '0x3274f7f013b09fc4831b479e9bb2a8a0de65f9f1', 'delegator': '0x06be76795eec0dced36c616ba2f0b4dfd28b8380', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x3274f7f013b09fc4831b479e9bb2a8a0de65f9f1', 'previousBalance': '0', 'newBalance': '200000000000000000000000'}]",{},0x06BE76795EEC0dcED36c616Ba2f0b4dFd28b8380,0x3274f7F013B09Fc4831B479e9bb2a8a0de65F9F1,0x0000000000000000000000000000000000000000,{},1
0x85721a9570b45a354454dc06f5de9cceef50abd4bd55183ffd018b8d715d7080,"[{'delegate': '0x0e7a95438becc07885a65ae662467616a9d4f7d7', 'delegator': '0xca21951a320863932545708ba64a05cfb0b8d091', 'previousDelegate': '0x0000000000000000000000000000000000000000'}]","[{'delegate': '0x0e7a95438becc07885a65ae662467616a9d4f7d7', 'previousBalance': '0', 'newBalance': '200000000000000000000000'}]",{},0xcA21951a320863932545708Ba64A05CFB0b8D091,0x0e7a95438bECC07885A65aE662467616A9D4F7D7,0x0000000000000000000000000000000000000000,{},1
0x7a99e05f3135ab1e56033779f74cfbbc39d9ded7537f7658f5de860730c4fd70,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '356950000000000000000000000', 'newBalance': '356750000000000000000000000'}]","{'0x40AdeDc0b097717583eD2C97645eB46e5B58CC78': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('200000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-200000000000000000000000')},0
0x150622e3b0cf9c4e6a17e162d1363fddba0bb9f34b8f85078edb13e78a3dc943,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '356750000000000000000000000', 'newBalance': '356680737140000000000000000'}]","{'0xfdA462548Ce04282f4B6D6619823a7C64Fdc0185': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('69262860000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-69262860000000000000000')},0
0x4b048d09604b4104c121ff3bca12d8daaef42d95d3361e5a0a1143e32056a6e3,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '356680737140000000000000000', 'newBalance': '356493727420000000000000000'}]","{'0x1E212e054d74ed136256fc5a5DDdB4867c6E003F': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('187009720000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-187009720000000000000000')},0
0xfe7e5cb74ce5c189cc4237cee6e3a2278bd3d8522b4decc24aa3e30ad34f6c2c,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '80508519364112971418907', 'newBalance': '600150093015389819042787'}]","{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': [['0x43365213237ab259C707Bc2Cbc3e07d123ae2AD5', Decimal('519641573651276847623880')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('519641573651276847623880')},0
0x43106e58efa72ce9b05287f32e8da35c6d02847263a95150fcd69d9aeb2132e2,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '600150093015389819042787', 'newBalance': '500150093015389819042787'}]","{'0xF6615bbCC3934ac5F65aABd221b82B2c1206f791': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('100000000000000000000000')]]}",,,,{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-100000000000000000000000')},0
0x8617e004c724cb30a93052e3adefcc9b8e64241b48a810052b9273fff290fc8f,[],"[{'delegate': '0x9843c8a8263308a309bfc3c2d1c308126d8e754d', 'previousBalance': '500150093015389819042787', 'newBalance': '0'}, {'delegate': '0x425712a974d4f2802309e0e68d001756363c1c55', 'previousBalance': '1377857988755703501743061', 'newBalance': '1878008081771093320785848'}]","{'0x425712a974D4f2802309e0E68d001756363c1C55': [['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('500150093015389819042787')], ['0x9843C8a8263308A309BfC3C2d1c308126D8E754D', Decimal('500150093015389819042787')]]}",,,,"{'0x9843C8a8263308A309BfC3C2d1c308126D8E754D': Decimal('-500150093015389819042787'), '0x425712a974D4f2802309e0E68d001756363c1C55': Decimal('500150093015389819042787')}",0
0xa8d6f1a9dd2e148895d6310b93f4ef8434234909f84f89c45acc1acb94dd6606,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '356493727420000000000000000', 'newBalance': '356675580426426122785796528'}]","{'0xe02F8E39b8cFA7d3b62307E46077669010883459': [['0xfdA462548Ce04282f4B6D6619823a7C64Fdc0185', Decimal('181853006426122785796528')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('181853006426122785796528')},0
0xee7e0f65c0d78704aa7ab12dd32a1af84bcfe29bb25205c3babaa3c641224ce4,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '356675580426426122785796528', 'newBalance': '356175580426426122785796528'}]","{'0xfdA462548Ce04282f4B6D6619823a7C64Fdc0185': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('500000000000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-500000000000000000000000')},0
0xb5b73b99728131f253c9b922715fdb9e44eaf80503d9427a569d437684c9c3cf,[],"[{'delegate': '0xe02f8e39b8cfa7d3b62307e46077669010883459', 'previousBalance': '356175580426426122785796528', 'newBalance': '355966417726426122785796528'}]","{'0x1E212e054d74ed136256fc5a5DDdB4867c6E003F': [['0xe02F8E39b8cFA7d3b62307E46077669010883459', Decimal('209162700000000000000000')]]}",,,,{'0xe02F8E39b8cFA7d3b62307E46077669010883459': Decimal('-209162700000000000000000')},0
