txnHash,source,value
0xeff93a2cbdff6b3238375fe79d71a26e8d057a502d0b2b1821ebe321a80a70f5,"['dvpc', 'transfer']","[nan, '300000000000000000000000']"
0xf543d9a8c796119fb7cb5ff8138107bb4f1913fa1c11298a16316e5a4f841eca,"['dvpc', 'transfer']","[nan, '1600000000000000000000000']"
0xf58d57e40e313d1421abd3aca58161510419d338d230a79e6865284e60d685fd,"['dvpc', 'transfer']","[nan, '150000000000000000000000']"
0xf5bdfd4ae557a98407598ed03269621d2f51df3a3773baa6d82222fd3a9da8d6,"['dvpc', 'transfer']","[nan, '3600000000000000000000000']"
0xf652179163d4191325bcd5ad08e28ed0a7b3f47c88a71f018f8365df42de53dd,"['dvpc', 'transfer']","[nan, '1000000000000000000000000']"
0xf6e6f418c62a45e4aad9e0c48bdbc1584407d003f3d762ce966102d4b57ddbd5,"['dvpc', 'transfer']","[nan, '183108184648705035820812']"
0xf82fcf6366fbb0ab5f62cb29e8c9b0a868b3534bfd52aa71ea5d8115dec20979,"['dvpc', 'transfer']","[nan, '200000000000000000000000']"
0xf8b39761fad0a8341481cf14f48d820712ac2b4999ade1bdd11292eb8f42e9db,"['dvpc', 'transfer']","[nan, '500000000000000000000000']"
0xfb5fac2395c7cdd341d8bac1d72c6209407f1c59f134893854aec2e3d62e7410,"['dvpc', 'transfer']","[nan, '576038169116858242272']"
0xfb722a7223de0d5efb53a7f80e2a67c9ea127dda785633064b76ad67c130568a,"['dvpc', 'transfer']","[nan, '50000000000000000000000']"
0xfd531afc2d8e8fae1b7c26d2763807b05057749d13909a1426a5a47a60b31bb7,"['dvpc', 'transfer']","[nan, '257121895952851741221']"
0xfda745571d3bb43dd7ad67e9372b4634a303499cd904afdf1ef74599b2951b4a,"['dvpc', 'transfer']","[nan, '4544037502113986132250972']"
0xfe7e5cb74ce5c189cc4237cee6e3a2278bd3d8522b4decc24aa3e30ad34f6c2c,"['dvpc', 'transfer']","[nan, '519641573651276847623880']"
